Team,Queue,Worktype,Channel/Method,Received Date,Received Time,Volume,backlog
ACT,ACT,,,11/2/2015,4:45 AM,0,0
ACT,ACT,,,11/2/2015,5:00 AM,0,0
ACT,ACT,,,11/2/2015,5:15 AM,0,0
ACT,ACT,,,11/2/2015,5:30 AM,0,0
ACT,ACT,,,11/2/2015,5:45 AM,0,0
ACT,ACT,,,11/2/2015,6:00 AM,0,0
ACT,ACT,,,11/2/2015,6:15 AM,0,0
ACT,ACT,,,11/2/2015,6:30 AM,0,0
ACT,ACT,,,11/2/2015,6:45 AM,0,0
ACT,ACT,,,11/2/2015,7:00 AM,0,0
ACT,ACT,,,11/2/2015,7:15 AM,0,0
ACT,ACT,,,11/2/2015,7:30 AM,0,0
ACT,ACT,,,11/2/2015,7:45 AM,0,0
ACT,ACT,,,11/2/2015,8:00 AM,7,0
ACT,ACT,,,11/2/2015,8:15 AM,11,0
ACT,ACT,,,11/2/2015,8:30 AM,21,0
ACT,ACT,,,11/2/2015,8:45 AM,31,0
ACT,ACT,,,11/2/2015,9:00 AM,43,0
ACT,ACT,,,11/2/2015,9:15 AM,38,0
ACT,ACT,,,11/2/2015,9:30 AM,42,0
ACT,ACT,,,11/2/2015,9:45 AM,44,0
ACT,ACT,,,11/2/2015,10:00 AM,51,0
ACT,ACT,,,11/2/2015,10:15 AM,65,0
ACT,ACT,,,11/2/2015,10:30 AM,53,0
ACT,ACT,,,11/2/2015,10:45 AM,73,0
ACT,ACT,,,11/2/2015,11:00 AM,66,0
ACT,ACT,,,11/2/2015,11:15 AM,79,0
ACT,ACT,,,11/2/2015,11:30 AM,87,0
ACT,ACT,,,11/2/2015,11:45 AM,59,0
ACT,ACT,,,11/2/2015,12:00 PM,63,0
ACT,ACT,,,11/2/2015,12:15 PM,42,0
ACT,ACT,,,11/2/2015,12:30 PM,44,0
ACT,ACT,,,11/2/2015,12:45 PM,52,0
ACT,ACT,,,11/2/2015,1:00 PM,48,0
ACT,ACT,,,11/2/2015,1:15 PM,73,0
ACT,ACT,,,11/2/2015,1:30 PM,57,0
ACT,ACT,,,11/2/2015,1:45 PM,52,0
ACT,ACT,,,11/2/2015,2:00 PM,54,0
ACT,ACT,,,11/2/2015,2:15 PM,64,0
ACT,ACT,,,11/2/2015,2:30 PM,74,0
ACT,ACT,,,11/2/2015,2:45 PM,59,0
ACT,ACT,,,11/2/2015,3:00 PM,60,0
ACT,ACT,,,11/2/2015,3:15 PM,58,0
ACT,ACT,,,11/2/2015,3:30 PM,62,0
ACT,ACT,,,11/2/2015,3:45 PM,56,0
ACT,ACT,,,11/2/2015,4:00 PM,60,0
ACT,ACT,,,11/2/2015,4:15 PM,41,0
ACT,ACT,,,11/2/2015,4:30 PM,42,0
ACT,ACT,,,11/2/2015,4:45 PM,41,0
ACT,ACT,,,11/2/2015,5:00 PM,29,0
ACT,ACT,,,11/2/2015,5:15 PM,19,0
ACT,ACT,,,11/2/2015,5:30 PM,18,0
ACT,ACT,,,11/2/2015,5:45 PM,21,0
ACT,ACT,,,11/2/2015,6:00 PM,14,0
ACT,ACT,,,11/2/2015,6:15 PM,5,0
ACT,ACT,,,11/2/2015,6:30 PM,6,0
ACT,ACT,,,11/2/2015,6:45 PM,2,0
ACT,ACT,,,11/2/2015,7:00 PM,5,0
ACT,ACT,,,11/2/2015,7:15 PM,3,0
ACT,ACT,,,11/2/2015,7:30 PM,7,0
ACT,ACT,,,11/2/2015,7:45 PM,0,0
ACT,ACT,,,11/2/2015,8:00 PM,0,0
ACT,ACT,,,11/2/2015,8:15 PM,0,0
ACT,ACT,,,11/2/2015,8:30 PM,0,0
ACT,ACT,,,11/2/2015,8:45 PM,0,0
ACT,ACT,,,11/2/2015,9:00 PM,0,0
ACT,ACT,,,11/2/2015,9:15 PM,0,0
ACT,ACT,,,11/2/2015,9:30 PM,0,0
ACT,ACT,,,11/2/2015,9:45 PM,0,0
ACT,ACT,,,11/2/2015,10:00 PM,0,0
ACT,ACT,,,11/2/2015,10:15 PM,0,0
ACT,ACT,,,11/2/2015,10:30 PM,0,0
ACT,ACT,,,11/2/2015,10:45 PM,0,0
ACT,ACT,,,11/2/2015,11:00 PM,0,0
ACT,ACT,,,11/2/2015,11:15 PM,0,0
ACT,ACT,,,11/2/2015,11:30 PM,0,0
ACT,ACT,,,11/2/2015,11:45 PM,0,0
ACT,ACT,,,11/3/2015,12:00 AM,0,0
ACT,ACT,,,11/3/2015,12:15 AM,0,0
ACT,ACT,,,11/3/2015,12:30 AM,0,0
ACT,ACT,,,11/3/2015,12:45 AM,0,0
ACT,ACT,,,11/3/2015,1:00 AM,0,0
ACT,ACT,,,11/3/2015,1:15 AM,0,0
ACT,ACT,,,11/3/2015,1:30 AM,0,0
ACT,ACT,,,11/3/2015,1:45 AM,0,0
ACT,ACT,,,11/3/2015,2:00 AM,0,0
ACT,ACT,,,11/3/2015,2:15 AM,0,0
ACT,ACT,,,11/3/2015,2:30 AM,0,0
ACT,ACT,,,11/3/2015,2:45 AM,0,0
ACT,ACT,,,11/3/2015,3:00 AM,0,0
ACT,ACT,,,11/3/2015,3:15 AM,0,0
ACT,ACT,,,11/3/2015,3:30 AM,0,0
ACT,ACT,,,11/3/2015,3:45 AM,0,0
ACT,ACT,,,11/3/2015,4:00 AM,0,0
ACT,ACT,,,11/3/2015,4:15 AM,0,0
ACT,ACT,,,11/3/2015,4:30 AM,0,0
ACT,ACT,,,11/3/2015,4:45 AM,0,0
ACT,ACT,,,11/3/2015,5:00 AM,0,0
ACT,ACT,,,11/3/2015,5:15 AM,0,0
ACT,ACT,,,11/3/2015,5:30 AM,0,0
ACT,ACT,,,11/3/2015,5:45 AM,0,0
ACT,ACT,,,11/3/2015,6:00 AM,0,0
ACT,ACT,,,11/3/2015,6:15 AM,0,0
ACT,ACT,,,11/3/2015,6:30 AM,0,0
ACT,ACT,,,11/3/2015,6:45 AM,0,0
ACT,ACT,,,11/3/2015,7:00 AM,0,0
ACT,ACT,,,11/3/2015,7:15 AM,0,0
ACT,ACT,,,11/3/2015,7:30 AM,0,0
ACT,ACT,,,11/3/2015,7:45 AM,0,0
ACT,ACT,,,11/3/2015,8:00 AM,8,0
ACT,ACT,,,11/3/2015,8:15 AM,23,0
ACT,ACT,,,11/3/2015,8:30 AM,31,0
ACT,ACT,,,11/3/2015,8:45 AM,32,0
ACT,ACT,,,11/3/2015,9:00 AM,42,0
ACT,ACT,,,11/3/2015,9:15 AM,54,0
ACT,ACT,,,11/3/2015,9:30 AM,53,0
ACT,ACT,,,11/3/2015,9:45 AM,60,0
ACT,ACT,,,11/3/2015,10:00 AM,65,0
ACT,ACT,,,11/3/2015,10:15 AM,73,0
ACT,ACT,,,11/3/2015,10:30 AM,76,0
ACT,ACT,,,11/3/2015,10:45 AM,60,0
ACT,ACT,,,11/3/2015,11:00 AM,63,0
ACT,ACT,,,11/3/2015,11:15 AM,57,0
ACT,ACT,,,11/3/2015,11:30 AM,75,0
ACT,ACT,,,11/3/2015,11:45 AM,59,0
ACT,ACT,,,11/3/2015,12:00 PM,60,0
ACT,ACT,,,11/3/2015,12:15 PM,57,0
ACT,ACT,,,11/3/2015,12:30 PM,53,0
ACT,ACT,,,11/3/2015,12:45 PM,62,0
ACT,ACT,,,11/3/2015,1:00 PM,43,0
ACT,ACT,,,11/3/2015,1:15 PM,47,0
ACT,ACT,,,11/3/2015,1:30 PM,60,0
ACT,ACT,,,11/3/2015,1:45 PM,42,0
ACT,ACT,,,11/3/2015,2:00 PM,74,0
ACT,ACT,,,11/3/2015,2:15 PM,72,0
ACT,ACT,,,11/3/2015,2:30 PM,64,0
ACT,ACT,,,11/3/2015,2:45 PM,72,0
ACT,ACT,,,11/3/2015,3:00 PM,67,0
ACT,ACT,,,11/3/2015,3:15 PM,59,0
ACT,ACT,,,11/3/2015,3:30 PM,49,0
ACT,ACT,,,11/3/2015,3:45 PM,59,0
ACT,ACT,,,11/3/2015,4:00 PM,43,0
ACT,ACT,,,11/3/2015,4:15 PM,55,0
ACT,ACT,,,11/3/2015,4:30 PM,48,0
ACT,ACT,,,11/3/2015,4:45 PM,39,0
ACT,ACT,,,11/3/2015,5:00 PM,28,0
ACT,ACT,,,11/3/2015,5:15 PM,26,0
ACT,ACT,,,11/3/2015,5:30 PM,15,0
ACT,ACT,,,11/3/2015,5:45 PM,15,0
ACT,ACT,,,11/3/2015,6:00 PM,11,0
ACT,ACT,,,11/3/2015,6:15 PM,9,0
ACT,ACT,,,11/3/2015,6:30 PM,3,0
ACT,ACT,,,11/3/2015,6:45 PM,5,0
ACT,ACT,,,11/3/2015,7:00 PM,7,0
ACT,ACT,,,11/3/2015,7:15 PM,1,0
ACT,ACT,,,11/3/2015,7:30 PM,0,0
ACT,ACT,,,11/3/2015,7:45 PM,2,0
ACT,ACT,,,11/3/2015,8:00 PM,0,0
ACT,ACT,,,11/3/2015,8:15 PM,0,0
ACT,ACT,,,11/3/2015,8:30 PM,0,0
ACT,ACT,,,11/3/2015,8:45 PM,0,0
ACT,ACT,,,11/3/2015,9:00 PM,0,0
ACT,ACT,,,11/3/2015,9:15 PM,0,0
ACT,ACT,,,11/3/2015,9:30 PM,0,0
ACT,ACT,,,11/3/2015,9:45 PM,0,0
ACT,ACT,,,11/3/2015,10:00 PM,0,0
ACT,ACT,,,11/3/2015,10:15 PM,0,0
ACT,ACT,,,11/3/2015,10:30 PM,0,0
ACT,ACT,,,11/3/2015,10:45 PM,0,0
ACT,ACT,,,11/3/2015,11:00 PM,0,0
ACT,ACT,,,11/3/2015,11:15 PM,0,0
ACT,ACT,,,11/3/2015,11:30 PM,0,0
ACT,ACT,,,11/3/2015,11:45 PM,0,0
ACT,ACT,,,11/4/2015,12:00 AM,0,0
ACT,ACT,,,11/4/2015,12:15 AM,0,0
ACT,ACT,,,11/4/2015,12:30 AM,0,0
ACT,ACT,,,11/4/2015,12:45 AM,0,0
ACT,ACT,,,11/4/2015,1:00 AM,0,0
ACT,ACT,,,11/4/2015,1:15 AM,0,0
ACT,ACT,,,11/4/2015,1:30 AM,0,0
ACT,ACT,,,11/4/2015,1:45 AM,0,0
ACT,ACT,,,11/4/2015,2:00 AM,0,0
ACT,ACT,,,11/4/2015,2:15 AM,0,0
ACT,ACT,,,11/4/2015,2:30 AM,0,0
ACT,ACT,,,11/4/2015,2:45 AM,0,0
ACT,ACT,,,11/4/2015,3:00 AM,0,0
ACT,ACT,,,11/4/2015,3:15 AM,0,0
ACT,ACT,,,11/4/2015,3:30 AM,0,0
ACT,ACT,,,11/4/2015,3:45 AM,0,0
ACT,ACT,,,11/4/2015,4:00 AM,0,0
ACT,ACT,,,11/4/2015,4:15 AM,0,0
ACT,ACT,,,11/4/2015,4:30 AM,0,0
ACT,ACT,,,11/4/2015,4:45 AM,0,0
ACT,ACT,,,11/4/2015,5:00 AM,0,0
ACT,ACT,,,11/4/2015,5:15 AM,0,0
ACT,ACT,,,11/4/2015,5:30 AM,0,0
ACT,ACT,,,11/4/2015,5:45 AM,0,0
ACT,ACT,,,11/4/2015,6:00 AM,0,0
ACT,ACT,,,11/4/2015,6:15 AM,0,0
ACT,ACT,,,11/4/2015,6:30 AM,0,0
ACT,ACT,,,11/4/2015,6:45 AM,0,0
ACT,ACT,,,11/4/2015,7:00 AM,0,0
ACT,ACT,,,11/4/2015,7:15 AM,0,0
ACT,ACT,,,11/4/2015,7:30 AM,0,0
ACT,ACT,,,11/4/2015,7:45 AM,0,0
ACT,ACT,,,11/4/2015,8:00 AM,8,0
ACT,ACT,,,11/4/2015,8:15 AM,14,0
ACT,ACT,,,11/4/2015,8:30 AM,32,0
ACT,ACT,,,11/4/2015,8:45 AM,29,0
ACT,ACT,,,11/4/2015,9:00 AM,40,0
ACT,ACT,,,11/4/2015,9:15 AM,46,0
ACT,ACT,,,11/4/2015,9:30 AM,53,0
ACT,ACT,,,11/4/2015,9:45 AM,52,0
ACT,ACT,,,11/4/2015,10:00 AM,74,0
ACT,ACT,,,11/4/2015,10:15 AM,54,0
ACT,ACT,,,11/4/2015,10:30 AM,68,0
ACT,ACT,,,11/4/2015,10:45 AM,65,0
ACT,ACT,,,11/4/2015,11:00 AM,64,0
ACT,ACT,,,11/4/2015,11:15 AM,67,0
ACT,ACT,,,11/4/2015,11:30 AM,71,0
ACT,ACT,,,11/4/2015,11:45 AM,61,0
ACT,ACT,,,11/4/2015,12:00 PM,57,0
ACT,ACT,,,11/4/2015,12:15 PM,50,0
ACT,ACT,,,11/4/2015,12:30 PM,43,0
ACT,ACT,,,11/4/2015,12:45 PM,58,0
ACT,ACT,,,11/4/2015,1:00 PM,61,0
ACT,ACT,,,11/4/2015,1:15 PM,54,0
ACT,ACT,,,11/4/2015,1:30 PM,61,0
ACT,ACT,,,11/4/2015,1:45 PM,45,0
ACT,ACT,,,11/4/2015,2:00 PM,52,0
ACT,ACT,,,11/4/2015,2:15 PM,57,0
ACT,ACT,,,11/4/2015,2:30 PM,60,0
ACT,ACT,,,11/4/2015,2:45 PM,68,0
ACT,ACT,,,11/4/2015,3:00 PM,41,0
ACT,ACT,,,11/4/2015,3:15 PM,55,0
ACT,ACT,,,11/4/2015,3:30 PM,49,0
ACT,ACT,,,11/4/2015,3:45 PM,47,0
ACT,ACT,,,11/4/2015,4:00 PM,57,0
ACT,ACT,,,11/4/2015,4:15 PM,47,0
ACT,ACT,,,11/4/2015,4:30 PM,31,0
ACT,ACT,,,11/4/2015,4:45 PM,44,0
ACT,ACT,,,11/4/2015,5:00 PM,22,0
ACT,ACT,,,11/4/2015,5:15 PM,31,0
ACT,ACT,,,11/4/2015,5:30 PM,20,0
ACT,ACT,,,11/4/2015,5:45 PM,5,0
ACT,ACT,,,11/4/2015,6:00 PM,4,0
ACT,ACT,,,11/4/2015,6:15 PM,3,0
ACT,ACT,,,11/4/2015,6:30 PM,5,0
ACT,ACT,,,11/4/2015,6:45 PM,5,0
ACT,ACT,,,11/4/2015,7:00 PM,2,0
ACT,ACT,,,11/4/2015,7:15 PM,1,0
ACT,ACT,,,11/4/2015,7:30 PM,2,0
ACT,ACT,,,11/4/2015,7:45 PM,0,0
ACT,ACT,,,11/4/2015,8:00 PM,0,0
ACT,ACT,,,11/4/2015,8:15 PM,0,0
ACT,ACT,,,11/4/2015,8:30 PM,0,0
ACT,ACT,,,11/4/2015,8:45 PM,0,0
ACT,ACT,,,11/4/2015,9:00 PM,0,0
ACT,ACT,,,11/4/2015,9:15 PM,0,0
ACT,ACT,,,11/4/2015,9:30 PM,0,0
ACT,ACT,,,11/4/2015,9:45 PM,0,0
ACT,ACT,,,11/4/2015,10:00 PM,0,0
ACT,ACT,,,11/4/2015,10:15 PM,0,0
ACT,ACT,,,11/4/2015,10:30 PM,0,0
ACT,ACT,,,11/4/2015,10:45 PM,0,0
ACT,ACT,,,11/4/2015,11:00 PM,0,0
ACT,ACT,,,11/4/2015,11:15 PM,0,0
ACT,ACT,,,11/4/2015,11:30 PM,0,0
ACT,ACT,,,11/4/2015,11:45 PM,0,0
ACT,ACT,,,11/5/2015,12:00 AM,0,0
ACT,ACT,,,11/5/2015,12:15 AM,0,0
ACT,ACT,,,11/5/2015,12:30 AM,0,0
ACT,ACT,,,11/5/2015,12:45 AM,0,0
ACT,ACT,,,11/5/2015,1:00 AM,0,0
ACT,ACT,,,11/5/2015,1:15 AM,0,0
ACT,ACT,,,11/5/2015,1:30 AM,0,0
ACT,ACT,,,11/5/2015,1:45 AM,0,0
ACT,ACT,,,11/5/2015,2:00 AM,0,0
ACT,ACT,,,11/5/2015,2:15 AM,0,0
ACT,ACT,,,11/5/2015,2:30 AM,0,0
ACT,ACT,,,11/5/2015,2:45 AM,0,0
ACT,ACT,,,11/5/2015,3:00 AM,0,0
ACT,ACT,,,11/5/2015,3:15 AM,0,0
ACT,ACT,,,11/5/2015,3:30 AM,0,0
ACT,ACT,,,11/5/2015,3:45 AM,0,0
ACT,ACT,,,11/5/2015,4:00 AM,0,0
ACT,ACT,,,11/5/2015,4:15 AM,0,0
ACT,ACT,,,11/5/2015,4:30 AM,0,0
ACT,ACT,,,11/5/2015,4:45 AM,0,0
ACT,ACT,,,11/5/2015,5:00 AM,0,0
ACT,ACT,,,11/5/2015,5:15 AM,0,0
ACT,ACT,,,11/5/2015,5:30 AM,0,0
ACT,ACT,,,11/5/2015,5:45 AM,0,0
ACT,ACT,,,11/5/2015,6:00 AM,0,0
ACT,ACT,,,11/5/2015,6:15 AM,0,0
ACT,ACT,,,11/5/2015,6:30 AM,0,0
ACT,ACT,,,11/5/2015,6:45 AM,0,0
ACT,ACT,,,11/5/2015,7:00 AM,0,0
ACT,ACT,,,11/5/2015,7:15 AM,0,0
ACT,ACT,,,11/5/2015,7:30 AM,0,0
ACT,ACT,,,11/5/2015,7:45 AM,0,0
ACT,ACT,,,11/5/2015,8:00 AM,11,0
ACT,ACT,,,11/5/2015,8:15 AM,12,0
ACT,ACT,,,11/5/2015,8:30 AM,29,0
ACT,ACT,,,11/5/2015,8:45 AM,34,0
ACT,ACT,,,11/5/2015,9:00 AM,41,0
ACT,ACT,,,11/5/2015,9:15 AM,42,0
ACT,ACT,,,11/5/2015,9:30 AM,58,0
ACT,ACT,,,11/5/2015,9:45 AM,62,0
ACT,ACT,,,11/5/2015,10:00 AM,53,0
ACT,ACT,,,11/5/2015,10:15 AM,61,0
ACT,ACT,,,11/5/2015,10:30 AM,47,0
ACT,ACT,,,11/5/2015,10:45 AM,74,0
ACT,ACT,,,11/5/2015,11:00 AM,66,0
ACT,ACT,,,11/5/2015,11:15 AM,58,0
ACT,ACT,,,11/5/2015,11:30 AM,64,0
ACT,ACT,,,11/5/2015,11:45 AM,61,0
ACT,ACT,,,11/5/2015,12:00 PM,55,0
ACT,ACT,,,11/5/2015,12:15 PM,57,0
ACT,ACT,,,11/5/2015,12:30 PM,49,0
ACT,ACT,,,11/5/2015,12:45 PM,34,0
ACT,ACT,,,11/5/2015,1:00 PM,51,0
ACT,ACT,,,11/5/2015,1:15 PM,45,0
ACT,ACT,,,11/5/2015,1:30 PM,47,0
ACT,ACT,,,11/5/2015,1:45 PM,53,0
ACT,ACT,,,11/5/2015,2:00 PM,56,0
ACT,ACT,,,11/5/2015,2:15 PM,55,0
ACT,ACT,,,11/5/2015,2:30 PM,63,0
ACT,ACT,,,11/5/2015,2:45 PM,64,0
ACT,ACT,,,11/5/2015,3:00 PM,57,0
ACT,ACT,,,11/5/2015,3:15 PM,63,0
ACT,ACT,,,11/5/2015,3:30 PM,67,0
ACT,ACT,,,11/5/2015,3:45 PM,45,0
ACT,ACT,,,11/5/2015,4:00 PM,41,0
ACT,ACT,,,11/5/2015,4:15 PM,40,0
ACT,ACT,,,11/5/2015,4:30 PM,33,0
ACT,ACT,,,11/5/2015,4:45 PM,34,0
ACT,ACT,,,11/5/2015,5:00 PM,26,0
ACT,ACT,,,11/5/2015,5:15 PM,15,0
ACT,ACT,,,11/5/2015,5:30 PM,15,0
ACT,ACT,,,11/5/2015,5:45 PM,16,0
ACT,ACT,,,11/5/2015,6:00 PM,11,0
ACT,ACT,,,11/5/2015,6:15 PM,4,0
ACT,ACT,,,11/5/2015,6:30 PM,6,0
ACT,ACT,,,11/5/2015,6:45 PM,5,0
ACT,ACT,,,11/5/2015,7:00 PM,4,0
ACT,ACT,,,11/5/2015,7:15 PM,1,0
ACT,ACT,,,11/5/2015,7:30 PM,1,0
ACT,ACT,,,11/5/2015,7:45 PM,2,0
ACT,ACT,,,11/5/2015,8:00 PM,0,0
ACT,ACT,,,11/5/2015,8:15 PM,0,0
ACT,ACT,,,11/5/2015,8:30 PM,0,0
ACT,ACT,,,11/5/2015,8:45 PM,0,0
ACT,ACT,,,11/5/2015,9:00 PM,0,0
ACT,ACT,,,11/5/2015,9:15 PM,0,0
ACT,ACT,,,11/5/2015,9:30 PM,0,0
ACT,ACT,,,11/5/2015,9:45 PM,0,0
ACT,ACT,,,11/5/2015,10:00 PM,0,0
ACT,ACT,,,11/5/2015,10:15 PM,0,0
ACT,ACT,,,11/5/2015,10:30 PM,0,0
ACT,ACT,,,11/5/2015,10:45 PM,0,0
ACT,ACT,,,11/5/2015,11:00 PM,0,0
ACT,ACT,,,11/5/2015,11:15 PM,0,0
ACT,ACT,,,11/5/2015,11:30 PM,0,0
ACT,ACT,,,11/5/2015,11:45 PM,0,0
ACT,ACT,,,11/6/2015,12:00 AM,0,0
ACT,ACT,,,11/6/2015,12:15 AM,0,0
ACT,ACT,,,11/6/2015,12:30 AM,0,0
ACT,ACT,,,11/6/2015,12:45 AM,0,0
ACT,ACT,,,11/6/2015,1:00 AM,0,0
ACT,ACT,,,11/6/2015,1:15 AM,0,0
ACT,ACT,,,11/6/2015,1:30 AM,0,0
ACT,ACT,,,11/6/2015,1:45 AM,0,0
ACT,ACT,,,11/6/2015,2:00 AM,0,0
ACT,ACT,,,11/6/2015,2:15 AM,0,0
ACT,ACT,,,11/6/2015,2:30 AM,0,0
ACT,ACT,,,11/6/2015,2:45 AM,0,0
ACT,ACT,,,11/6/2015,3:00 AM,0,0
ACT,ACT,,,11/6/2015,3:15 AM,0,0
ACT,ACT,,,11/6/2015,3:30 AM,0,0
ACT,ACT,,,11/6/2015,3:45 AM,0,0
ACT,ACT,,,11/6/2015,4:00 AM,0,0
